,PdDistrict,DayOfWeek,AvgTemp,NFLGameDay,Month,MonthPeriod,Crimes
6779,9,2,18,0,8,1,0
2046,6,5,16,0,1,2,0
21215,4,6,20,0,8,0,0
16174,3,6,13,0,10,1,1
14738,7,2,13,0,1,2,2
18770,9,6,19,0,4,0,0
11432,1,4,11,0,3,2,0
12223,2,3,21,1,8,2,1
17766,5,1,18,0,9,2,0
19942,1,5,11,0,11,1,0
5940,0,3,13,0,3,0,0
13617,6,2,19,0,6,0,0
3059,9,0,21,0,8,0,1
12436,5,3,17,1,10,0,0
19366,5,3,20,0,7,1,1
5031,1,3,17,1,9,0,1
16772,1,3,11,0,2,1,0
13700,9,3,17,0,6,2,0
3579,9,1,10,0,11,2,1
13151,0,5,12,0,3,0,0
10477,6,2,18,0,9,0,0
5953,3,1,10,0,3,2,1
21423,2,6,21,0,9,2,0
13196,5,2,13,0,3,0,0
22116,5,5,13,0,2,0,0
13512,1,6,16,0,5,2,0
3984,4,3,14,0,2,2,1
16989,8,3,18,0,4,0,0
18923,2,0,17,0,4,1,0
6648,8,3,17,0,7,1,0
2089,9,2,10,0,1,1,0
9712,1,3,12,0,4,0,1
7858,8,5,14,0,4,0,0
6682,2,4,17,0,8,0,0
4471,1,3,17,0,5,2,0
20739,8,4,19,0,4,1,0
6659,9,1,16,0,8,0,1
4069,9,1,11,0,3,0,0
15241,0,1,13,0,4,1,0
18293,2,0,14,0,0,1,0
22024,3,3,16,0,1,0,0
5601,1,1,12,0,1,0,0
15678,7,5,21,0,7,1,2
3580,0,5,11,0,11,1,0
13640,9,1,19,0,6,2,1
11158,7,4,12,0,1,2,2
18218,7,4,9,0,0,0,2
21903,2,5,13,0,0,2,1
18501,0,0,11,0,2,0,1
1194,4,1,17,0,8,0,1
17194,3,3,18,0,5,2,1
12321,0,6,20,0,9,2,1
19545,4,4,17,0,9,0,1
11403,2,1,13,0,3,2,0
19322,1,6,18,0,7,1,1
3975,5,2,14,0,2,2,0
196,6,2,8,0,1,0,0
1119,9,3,19,0,7,0,0
7680,0,2,14,0,2,1,0
20330,9,0,14,0,2,0,0
8496,6,6,23,0,8,0,0
21596,5,2,16,0,10,2,0
5575,5,0,11,0,0,1,0
12637,6,2,10,0,11,2,0
1588,8,0,14,0,10,2,0
7359,9,1,11,0,0,1,1
15213,2,0,14,0,4,2,0
13400,9,0,13,0,4,1,0
1804,4,2,7,1,11,1,1
19077,6,2,23,0,5,1,0
13359,8,1,13,0,4,2,0
18580,9,0,12,0,2,1,0
8970,0,5,10,0,11,2,1
19796,5,1,12,1,10,1,0
3655,5,5,9,0,0,2,0
1776,6,6,14,0,11,1,0
20064,3,3,12,1,0,2,2
19756,5,4,13,0,10,2,0
7588,8,6,13,0,2,0,0
19004,3,2,14,0,5,2,1
9169,8,1,7,0,0,1,0
285,5,1,11,0,2,0,0
5485,5,6,12,0,0,2,0
7003,3,1,13,0,10,2,1
19011,0,3,16,0,5,2,0
11945,4,3,17,0,6,1,1
17442,1,4,17,0,7,0,0
549,9,2,13,0,3,2,0
14204,3,5,17,0,10,0,1
8083,3,4,22,0,5,2,1
2909,9,4,18,0,7,0,0
10533,2,0,21,0,9,2,1
19164,3,1,20,0,6,1,1
21272,1,5,22,0,8,2,0
3048,8,4,18,0,8,0,0
17809,8,0,18,0,9,2,1
6202,2,0,19,0,5,0,0
3753,3,0,11,0,0,1,1
18495,4,4,9,0,2,0,1
15107,6,1,14,0,4,0,0
4046,6,2,12,0,2,1,0
11123,2,1,11,0,1,2,0
15219,8,0,14,0,4,2,0
12261,0,4,19,0,9,0,1
2452,2,1,14,0,4,0,0
14189,8,3,19,1,9,1,0
1979,9,5,11,0,1,0,1
19319,8,5,20,0,7,2,0
2067,7,4,10,0,1,2,1
16927,6,1,16,0,3,1,0
15201,0,4,15,0,4,2,0
13271,0,3,17,0,3,1,0
11960,9,1,18,0,7,0,1
22087,6,2,14,0,1,1,0
4445,5,4,16,0,5,2,0
14048,7,3,23,1,8,1,2
13155,4,5,12,0,3,0,0
4026,6,4,12,0,2,1,0
4691,1,1,17,0,7,0,1
17206,5,1,16,0,5,1,0
12850,9,2,11,0,0,1,0
2919,9,0,19,0,7,0,1
7376,6,6,9,0,0,1,0
11933,2,2,16,0,6,1,0
12308,7,1,17,0,9,2,2
8813,3,3,17,1,10,0,0
7918,8,1,13,0,4,2,0
10351,0,1,16,0,8,2,0
12591,0,5,5,0,11,0,0
3624,4,2,9,0,11,1,0
12846,5,2,11,0,0,1,0
9299,8,3,13,0,1,0,0
7267,7,2,8,0,11,1,1
13028,7,6,11,0,2,0,2
12105,4,5,19,0,8,0,1
17890,9,2,16,0,10,0,1
14018,7,4,19,0,8,1,2
22062,1,4,14,0,1,2,1
15133,2,4,18,0,4,0,0
3755,5,0,11,0,0,1,0
12095,4,1,17,0,7,1,0
19432,1,3,18,1,8,0,0
10475,4,2,18,0,9,0,1
5453,3,3,13,1,0,0,2
5230,0,2,15,0,10,2,1
5804,4,3,9,0,2,2,1
4021,1,4,12,0,2,1,1
20176,5,4,10,0,1,0,0
8246,6,2,17,0,6,2,0
9397,6,6,13,0,2,0,0
2966,6,6,18,0,7,2,0
14574,3,4,11,0,0,2,1
21437,6,4,19,0,9,2,0
11129,8,1,11,0,1,2,0
12877,6,5,11,0,1,0,0
13589,8,6,16,0,5,1,0
1303,3,0,20,0,8,2,1
21335,4,1,19,0,8,1,1
9282,1,2,12,0,1,0,1
8654,4,0,13,0,9,0,0
18315,4,3,9,0,0,1,1
1373,3,0,16,0,9,0,2
19726,5,1,14,0,10,2,0
14363,2,4,9,0,11,0,0
11499,8,6,12,0,3,1,0
1135,5,5,18,0,7,2,0
6544,4,4,18,0,7,0,1
426,6,1,14,0,2,1,0
6132,2,0,13,0,4,2,0
8158,8,4,17,0,5,1,0
18840,9,6,14,0,4,2,0
339,9,2,11,0,2,0,0
3480,0,2,13,0,10,1,0
16602,1,4,14,0,1,1,0
6930,0,1,12,0,9,1,0
16981,0,3,18,0,4,0,1
17078,7,5,15,0,4,1,1
19615,4,4,20,0,9,2,1
11320,9,2,11,0,2,1,1
3314,4,6,12,0,9,1,1
16658,7,5,10,0,2,0,1
22152,1,2,16,0,2,0,1
16744,3,4,11,0,2,1,0
12753,2,4,11,0,0,2,0
6888,8,6,17,0,9,2,0
20946,5,4,20,0,6,0,0
3649,9,1,11,0,0,0,0
22357,6,0,16,0,3,2,0
2973,3,4,19,0,7,2,2
16594,3,6,15,0,1,1,1
2959,9,5,19,0,7,2,0
4371,1,4,16,0,5,0,0
21643,2,4,14,1,10,1,0
129,9,2,14,0,0,1,1
12248,7,5,16,0,8,1,2
401,1,2,13,0,2,1,0
16464,3,4,13,0,0,1,0
5350,0,4,9,0,11,2,0
13088,7,5,16,0,2,1,1
8206,6,5,18,0,6,0,0
7020,0,6,13,0,10,2,1
10117,6,0,16,0,6,1,0
17893,2,3,19,0,10,0,0
3008,8,3,20,0,7,1,0
13458,7,4,20,0,5,0,1
6231,1,1,17,0,5,2,0
19408,7,4,19,0,8,0,2
8483,3,5,18,0,8,0,0
6517,7,1,19,0,7,0,1
16332,1,0,11,0,11,1,0
15461,0,5,16,0,6,2,0
14118,7,3,20,1,9,0,2
17099,8,4,18,0,4,1,0
8485,5,5,18,0,8,0,0
4981,1,5,16,0,9,0,0
20628,7,3,17,0,4,0,2
3269,9,0,16,0,9,2,0
10678,7,0,19,0,10,2,2
7513,3,6,13,0,1,1,1
1442,2,0,17,0,9,2,0
5022,2,2,15,0,9,0,0
19259,8,6,18,0,7,0,0
18256,5,1,8,0,0,1,0
10668,7,4,16,0,10,2,2
20062,1,3,12,1,0,2,0
22217,6,0,17,0,2,2,0
6418,8,0,16,0,6,2,0
7831,1,3,13,0,3,1,0
20888,7,0,19,0,5,1,2
608,8,0,15,0,4,0,0
11176,5,2,13,0,1,1,0
21559,8,5,16,0,10,2,0
19,9,5,12,0,0,0,1
19180,9,5,17,0,6,1,0
8198,8,1,18,0,6,0,0
13413,2,3,13,0,4,1,0
17192,1,3,18,0,5,2,1
20248,7,4,13,0,1,2,2
8342,2,5,17,0,7,0,0
15325,4,5,18,0,5,2,1
7712,2,5,13,0,3,0,0
10876,5,4,9,0,11,1,0
7231,1,6,11,0,11,1,0
2487,7,4,14,0,4,2,2
18114,3,1,11,0,11,1,1
10010,9,1,21,0,6,0,1
6384,4,5,16,0,6,2,1
5081,1,0,15,0,9,1,0
14429,8,6,9,0,11,2,1
20917,6,1,17,0,6,0,0
7567,7,1,15,0,2,0,2
12170,9,1,19,0,8,2,1
4836,6,1,18,0,8,0,0
11792,1,2,21,0,5,1,0
15703,2,0,17,0,7,1,0
19241,0,5,17,0,7,0,0
15528,7,1,16,0,6,1,1
17632,1,5,15,0,8,2,0
1966,6,1,11,0,1,0,0
1775,5,6,14,0,11,1,0
15278,7,4,14,0,5,0,2
8398,8,3,17,0,7,2,0
3800,0,6,11,0,1,0,0
16693,2,2,12,0,2,0,0
20183,2,0,12,0,1,0,1
2135,5,4,12,0,2,0,1
11860,9,0,16,0,6,0,0
13984,3,1,20,1,8,2,1
16666,5,6,12,0,2,0,0
19886,5,6,9,0,11,2,0
16096,5,5,13,0,10,2,0
1983,3,6,11,0,1,0,1
11212,1,6,10,0,2,0,0
13432,1,5,16,0,5,0,0
14600,9,2,13,0,0,2,1
7789,9,5,12,0,3,2,0
7580,0,6,13,0,2,0,1
11427,6,6,9,0,3,2,0
657,7,6,13,0,4,2,2
13134,3,3,16,0,2,1,1
751,1,2,14,0,4,1,0
2081,1,2,10,0,1,1,1
15414,3,4,16,0,5,1,1
17215,4,5,17,0,5,1,1
17902,1,1,12,0,10,2,0
17167,6,4,15,0,5,2,0
8757,7,1,13,0,9,1,2
12393,2,6,15,0,9,1,1
21138,7,5,20,0,7,2,2
19931,0,1,11,1,11,1,0
20146,5,1,11,0,1,0,0
3410,0,2,15,0,10,2,1
2227,7,2,17,0,2,2,2
6478,8,4,18,0,6,1,0
5226,6,0,16,0,10,2,0
9932,1,1,13,0,5,1,0
3652,2,5,9,0,0,2,1
11266,5,1,15,0,2,2,0
20936,5,6,19,0,6,0,0
5155,5,0,15,0,10,0,0
21469,8,3,20,1,9,2,0
4672,2,2,18,0,6,1,0
7048,8,0,14,0,10,2,1
2364,4,2,13,0,3,2,1
47,7,0,14,0,0,0,1
12904,3,0,14,0,1,2,1
6600,0,6,16,0,7,1,1
10830,9,2,9,0,11,2,1
22131,0,4,14,0,2,0,0
15165,4,3,13,0,4,0,0
19549,8,4,17,0,9,0,0
7285,5,1,12,0,0,0,0
16470,9,4,13,0,0,1,1
16261,0,0,10,0,11,2,1
1944,4,2,11,0,0,1,1
19569,8,2,21,0,9,0,1
10204,3,3,19,0,7,0,1
18834,3,6,14,0,4,2,1
16970,9,0,13,0,4,0,1
9614,3,4,17,0,3,2,1
4755,5,3,18,0,7,2,0
16570,9,3,11,0,1,2,0
6332,2,4,18,0,5,1,0
19918,7,2,10,0,11,2,1
13185,4,0,14,0,3,0,0
15292,1,2,16,0,5,0,0
18082,1,0,9,0,11,2,1
12964,3,4,14,0,1,1,1
8729,9,0,18,0,9,2,1
16813,2,4,10,0,3,0,0
4590,0,0,18,0,6,2,1
1871,1,2,13,0,0,0,1
18741,0,1,19,0,3,1,0
7070,0,1,11,0,10,1,0
19486,5,0,18,0,8,2,0
18337,6,5,11,0,1,0,0
19643,2,3,14,1,9,2,0
1213,3,6,19,0,8,0,1
9889,8,6,19,0,5,2,0
9733,2,5,17,0,4,2,0
21948,7,2,14,0,0,1,2
7708,8,1,13,0,3,0,0
12971,0,0,14,0,1,1,0
19848,7,2,12,0,10,1,2
9405,4,4,12,0,2,0,1
9888,7,6,19,0,5,2,2
11514,3,0,13,0,4,0,1
2540,0,6,18,0,4,1,1
21662,1,2,16,0,10,1,1
2912,2,0,19,0,7,0,0
1038,8,2,17,0,6,1,0
20390,9,4,16,0,2,2,0
22051,0,6,15,0,1,2,0
6660,0,5,17,0,8,0,0
22216,5,0,17,0,2,2,0
729,9,6,20,0,4,1,0
18247,6,3,6,0,0,2,0
13709,8,1,18,0,6,1,0
19101,0,5,17,0,6,0,0
13745,4,0,16,0,6,1,0
9008,8,0,8,0,11,2,0
12573,2,3,15,1,10,1,0
20918,7,1,17,0,6,0,2
542,2,2,13,0,3,2,0
10363,2,5,15,0,8,2,0
16055,4,0,11,0,10,0,1
146,6,1,11,0,1,0,0
5714,4,0,13,0,1,1,2
22290,9,0,14,0,3,0,0
11277,6,5,14,0,2,2,0
241,1,4,11,0,1,2,0
17705,4,5,26,0,9,0,1
3595,5,6,11,0,11,1,0
9938,7,1,13,0,5,1,2
20848,7,1,18,0,5,1,2
8647,7,4,15,0,9,0,1
13445,4,6,17,0,5,0,1
1952,2,3,9,0,0,1,0
22362,1,2,14,0,3,2,1
1594,4,2,12,0,10,2,1
10836,5,3,7,1,11,2,0
4256,6,2,16,0,4,0,0
6536,6,6,23,0,7,0,0
11921,0,0,15,0,6,1,0
4119,9,2,13,0,3,0,0
2680,0,6,16,0,5,1,0
844,4,1,14,0,5,1,1
6625,5,0,18,0,7,1,0
22057,6,6,15,0,1,2,0
18532,1,1,12,0,2,2,0
1783,3,4,10,0,11,1,0
62,2,3,14,0,0,2,0
0,0,1,14,0,0,0,1
12371,0,1,17,0,9,1,0
3462,2,4,13,0,10,1,0
22444,3,3,15,0,4,0,0
10013,2,5,23,0,6,0,0
14766,5,5,9,0,1,1,0
2144,4,0,11,0,2,0,2
18151,0,0,8,0,11,1,1
3665,5,6,8,0,0,2,0
8710,0,4,16,0,9,2,0
10186,5,0,16,0,7,0,0
9767,6,0,26,0,4,2,0
18150,9,4,10,0,11,1,0
9778,7,2,19,0,4,2,2
2271,1,4,12,0,3,0,0
9849,8,2,13,0,4,1,0
17163,2,4,15,0,5,2,0
4373,3,4,16,0,5,0,1
20756,5,2,16,0,4,1,0
775,5,1,17,0,5,0,0
21787,6,4,11,0,11,1,0
11006,5,6,15,0,0,1,0
11361,0,4,12,0,3,0,0
19386,5,5,19,0,8,0,0
19821,0,4,14,0,10,1,0
9711,0,3,12,0,4,0,0
13871,0,4,17,0,7,1,1
12567,6,2,14,0,10,1,0
18414,3,6,9,0,1,2,2
14804,3,2,6,0,1,1,1
17465,4,2,17,0,7,2,1
4201,1,1,16,0,4,0,0
11040,9,2,11,0,0,1,1
3449,9,5,11,0,10,1,0
22396,5,5,14,0,3,1,0
9851,0,3,13,0,5,0,0
19659,8,1,14,0,9,1,0
11578,7,4,16,0,4,2,2
9800,9,1,13,0,4,1,0
7109,9,4,9,0,10,1,0
4990,0,6,18,0,9,0,0
17464,3,2,17,0,7,2,1
21764,3,5,16,0,11,1,1
413,3,3,12,0,2,1,0
14406,5,1,13,0,11,2,0
1175,5,2,20,0,7,1,0
20266,5,2,13,0,1,1,0
10624,3,3,16,0,10,0,1
11581,0,0,14,0,4,2,1
6293,3,3,14,0,5,2,0
20178,7,4,10,0,1,0,2
17389,8,0,18,0,6,1,0
17271,0,1,15,0,6,0,0
15739,8,1,15,0,8,0,0
9755,4,4,27,0,4,2,0
15895,4,6,15,0,9,0,1
9541,0,4,13,0,3,0,1
20450,9,6,12,0,3,0,0
1514,4,0,11,0,9,1,1
11818,7,1,17,0,6,0,1
12407,6,4,15,0,9,1,0
7324,4,0,6,0,0,2,1
5304,4,2,10,0,11,0,1
10551,0,3,13,1,9,2,0
5321,1,1,11,0,11,2,0
8517,7,0,19,0,8,0,1
21574,3,4,17,0,10,2,1
12341,0,0,20,0,9,2,1
1571,1,4,13,0,10,2,0
12542,1,4,12,0,10,1,0
5262,2,5,13,0,10,1,0
13685,4,2,17,0,6,2,1
6285,5,2,17,0,5,2,0
12005,4,2,19,0,7,0,0
11500,9,6,12,0,3,1,1
9423,2,2,12,0,2,0,0
16839,8,2,12,0,3,0,0
10948,7,4,9,0,0,0,1
6128,8,4,14,0,4,2,0
1413,3,5,16,0,9,2,2
1130,0,5,18,0,7,2,1
20793,2,6,18,0,5,2,0
11680,9,3,14,0,4,1,0
20293,2,5,14,0,2,0,1
6526,6,5,19,0,7,0,0
6076,6,2,13,0,4,0,0
1621,1,5,9,0,10,1,0
19766,5,0,14,0,10,2,0
18949,8,3,14,0,5,0,0
8233,3,0,20,0,6,2,1
8941,1,2,9,0,11,0,1
18552,1,6,13,0,2,2,0
15725,4,3,16,0,7,1,0
13425,4,1,16,0,4,1,0
15097,6,3,14,0,3,1,0
8703,3,6,15,0,9,2,1
19403,2,4,19,0,8,0,1
20597,6,4,23,0,4,0,0
3298,8,1,13,0,9,1,0
6706,6,2,16,0,8,0,0
8045,5,3,15,0,5,0,0
8857,7,4,15,0,10,2,2
19183,2,6,17,0,6,1,1
7801,1,4,12,0,3,2,0
7955,5,0,14,0,4,2,0
20047,6,0,12,0,0,0,0
8810,0,3,17,1,10,0,0
8468,8,3,18,0,7,1,0
19757,6,4,13,0,10,2,0
10549,8,2,15,0,9,2,0
21759,8,1,16,0,11,1,0
15915,4,0,15,0,9,0,1
12836,5,0,12,0,0,1,0
11571,0,4,16,0,4,2,0
10581,0,6,13,0,9,1,1
10733,2,4,13,0,10,1,0
9048,7,6,9,0,11,1,1
422,2,1,14,0,2,1,0
10461,0,0,18,0,9,0,0
21341,0,5,21,0,8,1,0
13883,2,0,17,0,7,1,1
7671,1,0,15,0,2,1,0
17479,8,3,15,0,7,2,0
20240,9,6,14,0,1,2,1
14735,4,2,13,0,1,2,1
483,3,3,12,0,3,0,0
3846,6,3,12,0,1,2,0
16057,6,0,11,0,10,0,0
1315,5,2,21,0,8,2,0
8279,9,5,18,0,6,1,0
18480,9,5,10,0,2,0,0
4941,1,0,15,0,8,1,1
15351,0,0,16,0,5,2,0
19380,9,1,21,0,8,0,1
9579,8,3,12,0,3,0,0
10978,7,3,9,0,0,2,1
20475,4,2,14,0,3,0,1
1576,6,4,13,0,10,2,0
13360,9,1,13,0,4,2,1
12176,5,5,19,0,8,2,0
10990,9,1,13,0,0,2,1
11393,2,3,15,0,3,0,0
10421,0,1,16,0,8,1,0
19254,3,6,18,0,7,0,1
5502,2,0,13,0,0,2,0
8359,9,6,17,0,7,0,0
16118,7,4,13,0,10,2,2
6726,6,1,19,0,8,2,0
7449,9,6,13,0,1,0,0
1989,9,6,11,0,1,0,1
8586,6,0,18,0,8,1,0
12094,3,1,17,0,7,1,1
18864,3,2,16,0,4,2,1
19911,0,2,10,0,11,2,0
8492,2,6,23,0,8,0,0
20853,2,5,17,0,5,1,0
7473,3,2,14,0,1,0,1
121,1,2,14,0,0,1,1
2609,9,5,14,0,5,0,0
14099,8,0,19,0,9,0,0
21536,5,3,14,1,10,0,0
2802,2,1,21,0,6,2,1
14176,5,2,17,0,9,1,0
953,3,0,16,0,6,2,2
15811,0,5,22,0,8,2,1
16860,9,1,13,0,3,2,1
1330,0,1,17,0,8,1,1
13454,3,4,20,0,5,0,1
11233,2,0,11,0,2,0,0
14384,3,2,13,0,11,0,2
4744,4,2,17,0,7,2,2
15547,6,6,18,0,6,1,0
1270,0,5,17,0,8,2,1
15178,7,1,13,0,4,2,1
4852,2,6,16,0,8,0,0
1691,1,5,10,0,11,0,0
19505,4,3,17,1,8,1,1
12339,8,4,20,0,9,2,0
14655,4,0,10,0,0,1,1
12506,5,3,12,0,10,2,0
22086,5,2,14,0,1,1,0
14855,4,4,12,0,2,0,0
2974,4,4,19,0,7,2,1
20468,7,0,13,0,3,0,2
19586,5,1,18,0,9,2,0
6590,0,5,17,0,7,1,1
5708,8,4,12,0,1,1,0
20374,3,6,16,0,2,2,2
4741,1,2,17,0,7,2,1
8057,7,1,14,0,5,2,2
1208,8,5,18,0,8,0,0
15661,0,1,17,0,7,1,0
6440,0,1,22,0,6,1,0
21916,5,6,13,0,0,1,0
15353,2,0,16,0,5,2,0
14316,5,2,10,0,10,2,0
14980,9,5,13,0,3,0,1
19405,4,4,19,0,8,0,1
1090,0,0,19,0,7,0,0
3120,0,0,18,0,8,2,0
13241,0,4,14,0,3,1,0
17593,2,0,16,0,8,0,0
21398,7,3,23,1,9,0,2
1533,3,3,11,1,10,0,1
9545,4,4,13,0,3,0,0
1411,1,5,16,0,9,2,1
9375,4,1,12,0,2,0,0
6503,3,3,19,0,6,1,1
7772,2,1,16,0,3,2,0
2614,4,6,14,0,5,0,1
2636,6,0,14,0,5,2,0
14298,7,4,12,0,10,2,2
8319,9,2,17,0,6,1,1
2664,4,1,16,0,5,1,1
11406,5,1,13,0,3,2,0
5438,8,0,14,0,11,1,0
18866,5,2,16,0,4,2,0
5553,3,6,10,0,0,1,1
18995,4,0,18,0,5,2,1
8476,6,1,18,0,8,0,0
8238,8,0,20,0,6,2,1
9085,4,3,9,1,11,1,0
13514,3,6,16,0,5,2,1
16785,4,1,12,0,3,0,0
13307,6,6,13,0,4,0,0
21093,2,0,19,0,7,0,1
4896,6,3,17,1,8,2,0
9722,1,1,13,0,4,2,0
16849,8,3,12,0,3,0,0
8882,2,3,14,1,10,2,1
15495,4,0,16,0,6,2,0
13942,1,4,19,0,8,0,0
12723,2,1,11,0,0,2,0
4206,6,1,16,0,4,0,0
16426,5,3,9,0,0,2,0
10389,8,4,16,0,8,2,1
1767,7,5,12,0,11,1,1
11988,7,4,19,0,7,0,2
16719,8,1,10,0,2,2,0
18005,4,4,16,0,10,1,1
15473,2,6,14,0,6,2,0
19142,1,2,17,0,6,2,1
16821,0,0,10,0,3,0,0
10887,6,0,8,0,11,1,0
18648,7,0,15,0,3,0,2
5250,0,1,11,0,10,1,0
16904,3,2,20,0,3,1,2
10001,0,1,21,0,6,0,0
12587,6,1,6,0,11,0,0
21226,5,4,20,0,8,0,0
17817,6,2,16,0,9,2,0
16951,0,4,14,0,4,0,0
17971,0,1,12,0,10,1,1
21611,0,1,14,0,10,1,0
1002,2,6,17,0,6,1,1
5157,7,0,15,0,10,0,1
10926,5,5,9,0,0,0,0
21479,8,1,17,0,9,1,0
10008,7,1,21,0,6,0,1
20591,0,4,23,0,4,0,1
10029,8,6,23,0,6,0,0
8211,1,6,19,0,6,2,0
12010,9,2,19,0,7,0,1
8375,5,0,18,0,7,0,0
17840,9,1,17,1,9,1,0
12696,5,0,9,0,11,1,0
17031,0,0,14,0,4,2,0
13661,0,4,19,0,6,2,0
13572,1,5,18,0,5,1,0
9360,9,2,9,0,1,1,1
2146,6,0,11,0,2,0,0
7672,2,0,15,0,2,1,1
2662,2,1,16,0,5,1,0
11132,1,5,11,0,1,2,0
17742,1,2,18,0,9,0,2
20220,9,1,12,0,1,2,0
4339,9,3,17,0,4,1,0
3194,4,0,16,0,9,0,1
5933,3,2,13,0,3,0,1
14587,6,0,13,0,0,2,0
2953,3,5,19,0,7,2,1
9708,7,2,13,0,4,0,2
20548,7,2,14,0,3,2,2
5449,9,2,13,0,11,1,0
2737,7,1,18,0,6,0,0
13784,3,5,18,0,7,0,1
4245,5,0,17,0,4,0,0
2310,0,1,13,0,3,2,1
11025,4,0,12,0,0,1,0
7908,8,3,20,0,4,0,0
13274,3,3,17,0,3,1,0
17409,8,3,17,0,6,1,0
3795,5,5,11,0,1,0,0
6756,6,4,18,0,8,1,0
1280,0,6,18,0,8,2,1
2857,7,2,20,0,6,1,2
4436,6,6,16,0,5,2,0
5106,6,3,16,1,9,1,0
19493,2,2,17,0,8,1,0
14228,7,4,20,0,10,0,2
16670,9,6,12,0,2,0,0
9438,7,3,14,0,2,0,2
12209,8,0,26,0,8,2,1
6812,2,6,16,0,9,0,0
18471,0,5,10,0,2,0,1
12631,0,2,10,0,11,2,0
8013,3,4,16,0,4,1,0
4625,5,1,17,0,6,1,0
19941,0,5,11,0,11,1,0
222,2,5,11,0,1,2,1
3545,5,0,13,0,11,0,0
15852,1,2,17,0,8,1,1
21645,4,4,14,1,10,1,0
2442,2,3,19,0,4,0,1
16545,4,0,12,0,1,0,1
8037,7,2,13,0,5,0,1
1972,2,5,11,0,1,0,1
15073,2,0,12,0,3,1,1
1570,0,4,13,0,10,2,2
12970,9,4,14,0,1,1,0
2281,1,0,18,0,3,0,1
11823,2,5,17,0,6,0,1
2821,1,6,19,0,6,1,0
2021,1,3,9,0,1,0,0
20400,9,0,14,0,2,1,0
10943,2,4,9,0,0,0,0
8196,6,1,18,0,6,0,0
19494,3,2,17,0,8,1,2
9153,2,3,11,0,0,2,0
20967,6,2,17,0,6,2,0
2556,6,4,17,0,4,1,0
11031,0,2,11,0,0,1,0
11378,7,0,11,0,3,0,2
18513,2,2,12,0,2,0,0
20585,4,6,24,0,3,1,0
3344,4,2,14,0,9,1,0
902,2,3,16,0,5,1,0
10423,2,1,16,0,8,1,0
181,1,0,11,0,1,0,1
16425,4,3,9,0,0,2,0
17355,4,5,19,0,6,1,1
17995,4,6,16,0,10,1,1
10256,5,0,18,0,7,1,0
1853,3,4,13,0,0,0,2
17744,3,2,18,0,9,0,1
15536,5,5,17,0,6,1,0
21745,4,3,13,1,11,2,1
17156,5,6,15,0,5,2,0
16522,1,6,14,0,1,0,0
22264,3,6,14,0,3,0,1
1458,8,2,17,0,9,2,0
8200,0,5,18,0,6,0,0
626,6,3,14,0,4,0,0
10062,1,3,19,0,6,2,1
3966,6,0,21,0,2,2,0
19381,0,5,19,0,8,0,1
1926,6,4,9,0,0,1,0
4983,3,5,16,0,9,0,1
18791,0,2,21,0,4,0,0
18871,0,3,17,0,4,2,1
9387,6,5,12,0,2,0,0
18617,6,5,13,0,3,0,0
22193,2,6,16,0,2,2,0
13387,6,4,14,0,4,2,0
3656,6,5,9,0,0,2,0
20912,1,1,17,0,6,0,1
7552,2,3,11,0,1,1,0
15459,8,1,14,0,6,2,0
8522,2,2,17,0,8,0,0
13361,0,5,16,0,4,2,1
15051,0,6,15,0,3,2,1
20355,4,1,15,0,2,2,1
5091,1,2,14,0,9,1,1
8018,8,4,16,0,4,1,0
8164,4,0,17,0,5,1,1
13528,7,4,16,0,5,2,2
15105,4,1,14,0,4,0,0
4930,0,4,16,0,8,1,1
6149,9,2,17,0,4,2,0
9835,4,0,15,0,4,1,1
12350,9,0,20,0,9,2,0
10507,6,5,18,0,9,2,0
15779,8,0,16,0,8,0,0
248,8,4,11,0,1,2,0
6844,4,2,16,0,9,0,1
13463,2,0,21,0,5,0,0
18814,3,1,14,0,4,2,0
18166,5,2,9,0,11,1,0
3999,9,1,13,0,2,1,0
11010,9,6,15,0,0,1,0
8665,5,2,14,0,9,0,0
13378,7,6,14,0,4,2,2
5034,4,3,17,1,9,0,1
10906,5,3,11,1,11,1,0
18127,6,5,9,0,11,1,0
2086,6,2,10,0,1,1,0
4980,0,5,16,0,9,0,1
15430,9,0,19,0,6,0,1
12073,2,2,17,0,7,1,0
17676,5,2,17,0,8,1,0
10993,2,5,13,0,0,2,1
21289,8,6,22,0,8,2,0
2589,9,3,17,0,4,1,1
6357,7,2,15,0,6,0,2
22349,8,4,19,0,3,2,0
17360,9,5,19,0,6,1,1
5146,6,4,13,0,10,0,0
4527,7,0,17,0,6,0,2
18605,4,1,15,0,3,0,1
5035,5,3,17,1,9,0,0
18498,7,4,9,0,2,0,2
6270,0,0,21,0,5,2,1
11800,9,2,21,0,5,1,0
4254,4,2,16,0,4,0,0
9418,7,0,13,0,2,0,2
20767,6,3,17,0,5,0,0
20177,6,4,10,0,1,0,0
19518,7,1,19,0,8,1,2
6224,4,3,17,0,5,0,1
19624,3,0,16,0,9,2,1
13005,4,1,11,0,2,0,0
21501,0,4,19,0,9,1,0
4229,9,6,17,0,4,0,0
15477,6,6,14,0,6,2,0
22077,6,0,16,0,1,2,0
12700,9,0,9,0,11,1,0
884,4,0,28,0,5,1,0
17959,8,2,15,0,10,2,1
1039,9,2,17,0,6,1,0
2897,7,6,18,0,7,0,2
